entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
http://dbpedia.org/resource/Saudi_Advanced_Industries_Company|http://www.forbes.com/companies/mobily/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0003296400828, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Saudi_International_Petrochemical_Company|http://www.forbes.com/companies/saudi-arabian-fertilizers/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.002174535999, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Shenzhen_Energy|http://www.forbes.com/companies/china-international-marine/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0006192871369, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Siliconware_Precision_Industries|http://www.forbes.com/companies/inventec/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001595088164, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Sino_Group|http://www.forbes.com/companies/sino-ocean-land-holdings/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.9081588387, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Sino_Group|http://www.forbes.com/companies/swire-pacific/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0002431380417, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Sogo_Hong_Kong|http://www.forbes.com/companies/zte/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.000161530872, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Soribada|http://www.forbes.com/companies/lg-display/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.009401001967, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/TAL_International_Group|http://www.forbes.com/companies/morgan-stanley/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001168443589, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/TP-Link|http://www.forbes.com/companies/china-mobile/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001758234575, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Tadano_Limited|http://www.forbes.com/companies/bank-of-iwate/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001268360182, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Tenaga_Nasional|http://www.forbes.com/companies/manila-electric/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.003448954318, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Tianjin_Port_(Group)_Company|http://www.forbes.com/companies/china-cosco-holdings/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001812701812, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Toyohashi_Railroad|http://www.forbes.com/companies/central-japan-railway/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.007460403722, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Transearch_International|http://www.forbes.com/companies/tullow-oil/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0004912032164, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Unitil_Corporation|http://www.forbes.com/companies/kla-tencor/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.001949552447, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Vale_(mining_company)|http://www.forbes.com/companies/metalurgica-gerdau/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0006145557272, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Weichai_Power|http://www.forbes.com/companies/kawasaki-heavy-industries/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0004414950672, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Wisconsin_Energy_Corporation|http://www.forbes.com/companies/agl-energy/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0005147636984, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Wuhan_Iron_and_Steel|http://www.forbes.com/companies/dongfeng-motor-group/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.0007170055178, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
http://dbpedia.org/resource/Y%C4%B1ld%C4%B1z_Holding|http://www.forbes.com/companies/anadolu-efes/,,hard_negative_gate,,keep_adjudicated,hard_negative_gate,"{""plm_score"": 0.01764597557, ""theta"": 0.5, ""delta"": 0.08, ""llm_says_match"": false}",2,easy
