id1,id2,source_1,source_2,label
dblp-44487,crossref-25977,dblp,crossref,true
dblp-44490,crossref-40315,dblp,crossref,true
dblp-44585,crossref-10583,dblp,crossref,true
dblp-44591,crossref-04010,dblp,crossref,true
dblp-44670,crossref-17424,dblp,crossref,true
dblp-44672,crossref-49966,dblp,crossref,true
dblp-44718,crossref-17289,dblp,crossref,true
dblp-44840,crossref-33799,dblp,crossref,true
dblp-45074,crossref-56774,dblp,crossref,true
dblp-45219,crossref-21103,dblp,crossref,true
dblp-45259,crossref-55538,dblp,crossref,true
dblp-45422,crossref-24899,dblp,crossref,true
dblp-45515,crossref-32621,dblp,crossref,true
dblp-45529,crossref-51763,dblp,crossref,true
dblp-45593,crossref-20170,dblp,crossref,true
dblp-45635,crossref-16056,dblp,crossref,true
dblp-45655,crossref-21714,dblp,crossref,true
dblp-45827,crossref-04026,dblp,crossref,true
dblp-46071,crossref-23517,dblp,crossref,true
dblp-46150,crossref-29129,dblp,crossref,true
dblp-46206,crossref-10194,dblp,crossref,true
dblp-46268,crossref-03488,dblp,crossref,true
dblp-46298,crossref-25004,dblp,crossref,true
dblp-46342,crossref-37754,dblp,crossref,true
dblp-46367,crossref-14921,dblp,crossref,true
dblp-46544,crossref-37779,dblp,crossref,true
dblp-46588,crossref-08041,dblp,crossref,true
dblp-46679,crossref-19609,dblp,crossref,true
dblp-46725,crossref-45200,dblp,crossref,true
dblp-46788,crossref-28186,dblp,crossref,true
dblp-46920,crossref-50936,dblp,crossref,true
dblp-46943,crossref-12695,dblp,crossref,true
dblp-46986,crossref-22385,dblp,crossref,true
dblp-47007,crossref-45788,dblp,crossref,true
dblp-47079,crossref-06532,dblp,crossref,true
dblp-47114,crossref-48591,dblp,crossref,true
dblp-47127,crossref-09931,dblp,crossref,true
dblp-47286,crossref-11798,dblp,crossref,true
dblp-47353,crossref-12592,dblp,crossref,true
dblp-47499,crossref-43300,dblp,crossref,true
dblp-47509,crossref-11057,dblp,crossref,true
dblp-47576,crossref-16266,dblp,crossref,true
dblp-47910,crossref-27267,dblp,crossref,true
dblp-48042,crossref-23343,dblp,crossref,true
dblp-48066,crossref-43606,dblp,crossref,true
dblp-48166,crossref-35570,dblp,crossref,true
dblp-48187,crossref-30681,dblp,crossref,true
dblp-48461,crossref-13834,dblp,crossref,true
dblp-48696,crossref-02406,dblp,crossref,true
dblp-48782,crossref-32134,dblp,crossref,true
dblp-48922,crossref-46061,dblp,crossref,true
dblp-48955,crossref-17176,dblp,crossref,true
dblp-49086,crossref-37325,dblp,crossref,true
dblp-49311,crossref-02319,dblp,crossref,true
dblp-49347,crossref-13976,dblp,crossref,true
dblp-49380,crossref-04159,dblp,crossref,true
dblp-49433,crossref-14525,dblp,crossref,true
dblp-49506,crossref-07779,dblp,crossref,true
dblp-49534,crossref-48779,dblp,crossref,true
dblp-49563,crossref-41289,dblp,crossref,true
dblp-49668,crossref-54119,dblp,crossref,true
dblp-49765,crossref-37352,dblp,crossref,true
dblp-49899,crossref-03806,dblp,crossref,true
dblp-49957,crossref-06267,dblp,crossref,true
dblp-50028,crossref-43779,dblp,crossref,true
dblp-50030,crossref-55422,dblp,crossref,true
dblp-50034,crossref-09657,dblp,crossref,true
dblp-50049,crossref-49513,dblp,crossref,true
dblp-50093,crossref-01722,dblp,crossref,true
dblp-50128,crossref-43103,dblp,crossref,true
dblp-50170,crossref-54755,dblp,crossref,true
dblp-50297,crossref-31998,dblp,crossref,true
dblp-50402,crossref-44952,dblp,crossref,true
dblp-50532,crossref-58737,dblp,crossref,true
dblp-50596,crossref-14064,dblp,crossref,true
dblp-50603,crossref-24973,dblp,crossref,true
dblp-50629,crossref-58301,dblp,crossref,true
dblp-50632,crossref-46964,dblp,crossref,true
dblp-50643,crossref-58318,dblp,crossref,true
dblp-50797,crossref-58572,dblp,crossref,true
dblp-50987,crossref-45553,dblp,crossref,true
dblp-51063,crossref-13478,dblp,crossref,true
dblp-51163,crossref-07578,dblp,crossref,true
dblp-51175,crossref-32155,dblp,crossref,true
dblp-51353,crossref-04759,dblp,crossref,true
dblp-51386,crossref-50857,dblp,crossref,true
dblp-51406,crossref-16985,dblp,crossref,true
dblp-51414,crossref-10468,dblp,crossref,true
dblp-51421,crossref-06720,dblp,crossref,true
dblp-51435,crossref-02059,dblp,crossref,true
dblp-51470,crossref-04872,dblp,crossref,true
dblp-51473,crossref-11903,dblp,crossref,true
dblp-51591,crossref-47771,dblp,crossref,true
dblp-51643,crossref-02556,dblp,crossref,true
dblp-51701,crossref-01804,dblp,crossref,true
dblp-51764,crossref-11604,dblp,crossref,true
dblp-51914,crossref-54053,dblp,crossref,true
dblp-51933,crossref-45078,dblp,crossref,true
dblp-51943,crossref-49096,dblp,crossref,true
dblp-51946,crossref-12611,dblp,crossref,true
dblp-51985,crossref-59819,dblp,crossref,true
dblp-51994,crossref-52231,dblp,crossref,true
dblp-51995,crossref-03156,dblp,crossref,true
dblp-52084,crossref-25116,dblp,crossref,true
dblp-52124,crossref-39608,dblp,crossref,true
dblp-52427,crossref-55394,dblp,crossref,true
dblp-52513,crossref-39458,dblp,crossref,true
dblp-52545,crossref-16596,dblp,crossref,true
dblp-52589,crossref-54002,dblp,crossref,true
dblp-52591,crossref-17870,dblp,crossref,true
dblp-52642,crossref-38899,dblp,crossref,true
dblp-52717,crossref-34331,dblp,crossref,true
dblp-52772,crossref-34429,dblp,crossref,true
dblp-52779,crossref-17909,dblp,crossref,true
dblp-53016,crossref-06082,dblp,crossref,true
dblp-53141,crossref-27321,dblp,crossref,true
dblp-53278,crossref-40170,dblp,crossref,true
dblp-53489,crossref-43067,dblp,crossref,true
dblp-53507,crossref-18766,dblp,crossref,true
dblp-53802,crossref-20189,dblp,crossref,true
dblp-53911,crossref-28070,dblp,crossref,true
dblp-53986,crossref-07085,dblp,crossref,true
dblp-54056,crossref-06246,dblp,crossref,true
dblp-54159,crossref-22365,dblp,crossref,true
dblp-54380,crossref-46304,dblp,crossref,true
dblp-54456,crossref-12307,dblp,crossref,true
dblp-54505,crossref-01842,dblp,crossref,true
dblp-54592,crossref-01510,dblp,crossref,true
dblp-54666,crossref-18725,dblp,crossref,true
dblp-54802,crossref-09793,dblp,crossref,true
dblp-54822,crossref-02197,dblp,crossref,true
dblp-54864,crossref-52157,dblp,crossref,true
dblp-54926,crossref-06208,dblp,crossref,true
dblp-54969,crossref-19393,dblp,crossref,true
dblp-55055,crossref-56582,dblp,crossref,true
dblp-55163,crossref-11474,dblp,crossref,true
dblp-55212,crossref-50388,dblp,crossref,true
dblp-55277,crossref-48954,dblp,crossref,true
dblp-55290,crossref-22134,dblp,crossref,true
dblp-55304,crossref-32233,dblp,crossref,true
dblp-55396,crossref-49121,dblp,crossref,true
dblp-55418,crossref-37642,dblp,crossref,true
dblp-55423,crossref-09912,dblp,crossref,true
dblp-55455,crossref-37435,dblp,crossref,true
dblp-55462,crossref-26642,dblp,crossref,true
dblp-55476,crossref-41837,dblp,crossref,true
dblp-55478,crossref-15856,dblp,crossref,true
dblp-55538,crossref-45900,dblp,crossref,true
dblp-55539,crossref-48528,dblp,crossref,true
dblp-55589,crossref-09099,dblp,crossref,true
dblp-55624,crossref-20847,dblp,crossref,true
dblp-55686,crossref-13661,dblp,crossref,true
dblp-55786,crossref-39980,dblp,crossref,true
dblp-55969,crossref-49315,dblp,crossref,true
dblp-56043,crossref-22349,dblp,crossref,true
dblp-56095,crossref-14966,dblp,crossref,true
dblp-56119,crossref-27092,dblp,crossref,true
dblp-56121,crossref-34774,dblp,crossref,true
dblp-56387,crossref-33047,dblp,crossref,true
dblp-56395,crossref-16216,dblp,crossref,true
dblp-56600,crossref-57509,dblp,crossref,true
dblp-56640,crossref-38171,dblp,crossref,true
dblp-56735,crossref-20231,dblp,crossref,true
dblp-56831,crossref-37722,dblp,crossref,true
dblp-56986,crossref-53716,dblp,crossref,true
dblp-56987,crossref-11686,dblp,crossref,true
dblp-56992,crossref-09081,dblp,crossref,true
dblp-57064,crossref-31903,dblp,crossref,true
dblp-57308,crossref-14552,dblp,crossref,true
dblp-57809,crossref-55576,dblp,crossref,true
dblp-57861,crossref-28438,dblp,crossref,true
dblp-57922,crossref-33862,dblp,crossref,true
dblp-58036,crossref-11420,dblp,crossref,true
dblp-58100,crossref-56308,dblp,crossref,true
dblp-58119,crossref-29641,dblp,crossref,true
dblp-58130,crossref-17280,dblp,crossref,true
dblp-58253,crossref-45492,dblp,crossref,true
dblp-58272,crossref-01355,dblp,crossref,true
dblp-58426,crossref-46944,dblp,crossref,true
dblp-58635,crossref-45345,dblp,crossref,true
dblp-58796,crossref-57079,dblp,crossref,true
dblp-58885,crossref-28219,dblp,crossref,true
dblp-58896,crossref-10454,dblp,crossref,true
dblp-59185,crossref-03411,dblp,crossref,true
dblp-59316,crossref-41908,dblp,crossref,true
dblp-59699,crossref-19210,dblp,crossref,true
dblp-60177,crossref-09666,dblp,crossref,true
dblp-60225,crossref-25210,dblp,crossref,true
dblp-60256,crossref-39083,dblp,crossref,true
dblp-60306,crossref-14104,dblp,crossref,true
dblp-60344,crossref-28686,dblp,crossref,true
dblp-60364,crossref-14299,dblp,crossref,true
dblp-60465,crossref-51439,dblp,crossref,true
dblp-60468,crossref-50698,dblp,crossref,true
dblp-60543,crossref-36308,dblp,crossref,true
dblp-60550,crossref-10424,dblp,crossref,true
dblp-60559,crossref-18636,dblp,crossref,true
dblp-00011,crossref-19548,dblp,crossref,false
dblp-00029,crossref-36036,dblp,crossref,false
dblp-00038,crossref-54985,dblp,crossref,false
dblp-00062,crossref-28751,dblp,crossref,false
dblp-00068,crossref-28667,dblp,crossref,false
dblp-00084,crossref-17971,dblp,crossref,false
dblp-00098,crossref-14164,dblp,crossref,false
dblp-00102,crossref-01463,dblp,crossref,false
dblp-00150,crossref-06110,dblp,crossref,false
dblp-00217,crossref-18286,dblp,crossref,false
dblp-00300,crossref-35069,dblp,crossref,false
dblp-00310,crossref-51927,dblp,crossref,false
dblp-00330,crossref-15862,dblp,crossref,false
dblp-00391,crossref-25021,dblp,crossref,false
dblp-00436,crossref-57567,dblp,crossref,false
dblp-00455,crossref-50817,dblp,crossref,false
dblp-00514,crossref-56529,dblp,crossref,false
dblp-00547,crossref-49494,dblp,crossref,false
dblp-00556,crossref-11301,dblp,crossref,false
dblp-00613,crossref-01966,dblp,crossref,false
dblp-00613,crossref-32042,dblp,crossref,false
dblp-00638,crossref-41051,dblp,crossref,false
dblp-00640,crossref-37090,dblp,crossref,false
dblp-00646,crossref-43215,dblp,crossref,false
dblp-00656,crossref-45007,dblp,crossref,false
dblp-00693,crossref-42850,dblp,crossref,false
dblp-00732,crossref-05270,dblp,crossref,false
dblp-00747,crossref-25998,dblp,crossref,false
dblp-00751,crossref-44680,dblp,crossref,false
dblp-00754,crossref-18969,dblp,crossref,false
dblp-00871,crossref-49952,dblp,crossref,false
dblp-00881,crossref-54481,dblp,crossref,false
dblp-00911,crossref-36754,dblp,crossref,false
dblp-00926,crossref-37402,dblp,crossref,false
dblp-00983,crossref-13309,dblp,crossref,false
dblp-01024,crossref-49698,dblp,crossref,false
dblp-01025,crossref-08925,dblp,crossref,false
dblp-01025,crossref-51552,dblp,crossref,false
dblp-01050,crossref-15285,dblp,crossref,false
dblp-01063,crossref-42854,dblp,crossref,false
dblp-01085,crossref-10399,dblp,crossref,false
dblp-01112,crossref-10739,dblp,crossref,false
dblp-01149,crossref-06770,dblp,crossref,false
dblp-01190,crossref-53968,dblp,crossref,false
dblp-01205,crossref-46655,dblp,crossref,false
dblp-01259,crossref-11583,dblp,crossref,false
dblp-01340,crossref-16080,dblp,crossref,false
dblp-01365,crossref-41795,dblp,crossref,false
dblp-01374,crossref-29563,dblp,crossref,false
dblp-01399,crossref-26605,dblp,crossref,false
dblp-01399,crossref-53274,dblp,crossref,false
dblp-01433,crossref-57328,dblp,crossref,false
dblp-01452,crossref-46964,dblp,crossref,false
dblp-01494,crossref-04466,dblp,crossref,false
dblp-01533,crossref-38888,dblp,crossref,false
dblp-01602,crossref-19036,dblp,crossref,false
dblp-01611,crossref-40452,dblp,crossref,false
dblp-01654,crossref-56275,dblp,crossref,false
dblp-01668,crossref-53166,dblp,crossref,false
dblp-01738,crossref-05288,dblp,crossref,false
dblp-01741,crossref-00310,dblp,crossref,false
dblp-01741,crossref-02146,dblp,crossref,false
dblp-01767,crossref-30541,dblp,crossref,false
dblp-01811,crossref-13664,dblp,crossref,false
dblp-01867,crossref-51940,dblp,crossref,false
dblp-01927,crossref-11753,dblp,crossref,false
dblp-01945,crossref-06424,dblp,crossref,false
dblp-01946,crossref-11106,dblp,crossref,false
dblp-01972,crossref-45943,dblp,crossref,false
dblp-01974,crossref-32702,dblp,crossref,false
dblp-01992,crossref-08516,dblp,crossref,false
dblp-01992,crossref-21764,dblp,crossref,false
dblp-02005,crossref-05871,dblp,crossref,false
dblp-02043,crossref-25391,dblp,crossref,false
dblp-02046,crossref-39965,dblp,crossref,false
dblp-02129,crossref-08663,dblp,crossref,false
dblp-02143,crossref-40780,dblp,crossref,false
dblp-02166,crossref-47275,dblp,crossref,false
dblp-02189,crossref-39458,dblp,crossref,false
dblp-02239,crossref-59906,dblp,crossref,false
dblp-02278,crossref-11997,dblp,crossref,false
dblp-02287,crossref-42593,dblp,crossref,false
dblp-02293,crossref-20083,dblp,crossref,false
dblp-02487,crossref-53749,dblp,crossref,false
dblp-02506,crossref-09556,dblp,crossref,false
dblp-02530,crossref-15430,dblp,crossref,false
dblp-02547,crossref-59958,dblp,crossref,false
dblp-02569,crossref-15569,dblp,crossref,false
dblp-02619,crossref-20311,dblp,crossref,false
dblp-02626,crossref-55931,dblp,crossref,false
dblp-02630,crossref-48726,dblp,crossref,false
dblp-02658,crossref-02002,dblp,crossref,false
dblp-02658,crossref-12410,dblp,crossref,false
dblp-02661,crossref-48786,dblp,crossref,false
dblp-02667,crossref-23974,dblp,crossref,false
dblp-02706,crossref-56561,dblp,crossref,false
dblp-02729,crossref-26301,dblp,crossref,false
dblp-02746,crossref-47552,dblp,crossref,false
dblp-02753,crossref-51050,dblp,crossref,false
dblp-02788,crossref-53749,dblp,crossref,false
dblp-02797,crossref-16022,dblp,crossref,false
dblp-02806,crossref-20626,dblp,crossref,false
dblp-02857,crossref-49349,dblp,crossref,false
dblp-02867,crossref-56256,dblp,crossref,false
dblp-02945,crossref-17802,dblp,crossref,false
dblp-02945,crossref-55909,dblp,crossref,false
dblp-02950,crossref-16413,dblp,crossref,false
dblp-03053,crossref-24878,dblp,crossref,false
dblp-03105,crossref-38082,dblp,crossref,false
dblp-03120,crossref-57102,dblp,crossref,false
dblp-03172,crossref-39640,dblp,crossref,false
dblp-03186,crossref-13872,dblp,crossref,false
dblp-03193,crossref-32987,dblp,crossref,false
dblp-03209,crossref-26591,dblp,crossref,false
dblp-03263,crossref-24808,dblp,crossref,false
dblp-03305,crossref-41380,dblp,crossref,false
dblp-03352,crossref-45022,dblp,crossref,false
dblp-03353,crossref-09401,dblp,crossref,false
dblp-03355,crossref-35715,dblp,crossref,false
dblp-03357,crossref-14970,dblp,crossref,false
dblp-03399,crossref-44347,dblp,crossref,false
dblp-03427,crossref-52053,dblp,crossref,false
dblp-03455,crossref-49830,dblp,crossref,false
dblp-03485,crossref-48204,dblp,crossref,false
dblp-03492,crossref-37652,dblp,crossref,false
dblp-03500,crossref-58402,dblp,crossref,false
dblp-03504,crossref-43996,dblp,crossref,false
dblp-03612,crossref-19533,dblp,crossref,false
dblp-03613,crossref-47429,dblp,crossref,false
dblp-03662,crossref-39016,dblp,crossref,false
dblp-03703,crossref-26717,dblp,crossref,false
dblp-03730,crossref-06129,dblp,crossref,false
dblp-03742,crossref-11323,dblp,crossref,false
dblp-03768,crossref-44153,dblp,crossref,false
dblp-03779,crossref-32181,dblp,crossref,false
dblp-03892,crossref-42817,dblp,crossref,false
dblp-03903,crossref-43505,dblp,crossref,false
dblp-03953,crossref-19663,dblp,crossref,false
dblp-04020,crossref-09519,dblp,crossref,false
dblp-04037,crossref-12433,dblp,crossref,false
dblp-04053,crossref-17306,dblp,crossref,false
dblp-04058,crossref-49369,dblp,crossref,false
dblp-04060,crossref-38370,dblp,crossref,false
dblp-04128,crossref-05231,dblp,crossref,false
dblp-04139,crossref-09358,dblp,crossref,false
dblp-04140,crossref-20036,dblp,crossref,false
dblp-04140,crossref-60100,dblp,crossref,false
dblp-04167,crossref-34920,dblp,crossref,false
dblp-04287,crossref-33404,dblp,crossref,false
dblp-04294,crossref-15842,dblp,crossref,false
dblp-04312,crossref-12162,dblp,crossref,false
dblp-04326,crossref-33900,dblp,crossref,false
dblp-04404,crossref-34914,dblp,crossref,false
dblp-04410,crossref-19509,dblp,crossref,false
dblp-04417,crossref-29293,dblp,crossref,false
dblp-04418,crossref-41455,dblp,crossref,false
dblp-04443,crossref-15134,dblp,crossref,false
dblp-04466,crossref-43475,dblp,crossref,false
dblp-04490,crossref-11044,dblp,crossref,false
dblp-04537,crossref-29390,dblp,crossref,false
dblp-04622,crossref-18763,dblp,crossref,false
dblp-04635,crossref-54403,dblp,crossref,false
dblp-04707,crossref-30136,dblp,crossref,false
dblp-04720,crossref-51114,dblp,crossref,false
dblp-04736,crossref-20259,dblp,crossref,false
dblp-04768,crossref-44015,dblp,crossref,false
dblp-04815,crossref-45655,dblp,crossref,false
dblp-04822,crossref-34786,dblp,crossref,false
dblp-04832,crossref-27612,dblp,crossref,false
dblp-04871,crossref-20030,dblp,crossref,false
dblp-04981,crossref-26817,dblp,crossref,false
dblp-05137,crossref-17666,dblp,crossref,false
dblp-05163,crossref-57032,dblp,crossref,false
dblp-05199,crossref-00109,dblp,crossref,false
dblp-05220,crossref-32380,dblp,crossref,false
dblp-05235,crossref-26453,dblp,crossref,false
dblp-05292,crossref-45506,dblp,crossref,false
dblp-05340,crossref-52124,dblp,crossref,false
dblp-05394,crossref-50125,dblp,crossref,false
dblp-05428,crossref-27556,dblp,crossref,false
dblp-05468,crossref-18142,dblp,crossref,false
dblp-05496,crossref-16410,dblp,crossref,false
dblp-05500,crossref-02401,dblp,crossref,false
dblp-05510,crossref-20494,dblp,crossref,false
dblp-05536,crossref-09720,dblp,crossref,false
dblp-05548,crossref-26353,dblp,crossref,false
dblp-05564,crossref-49639,dblp,crossref,false
dblp-05652,crossref-47656,dblp,crossref,false
dblp-05658,crossref-19609,dblp,crossref,false
dblp-05669,crossref-09330,dblp,crossref,false
dblp-05678,crossref-11493,dblp,crossref,false
dblp-05692,crossref-58904,dblp,crossref,false
dblp-05739,crossref-07898,dblp,crossref,false
dblp-05749,crossref-06752,dblp,crossref,false
dblp-05775,crossref-58000,dblp,crossref,false
dblp-05778,crossref-38618,dblp,crossref,false
dblp-05822,crossref-10102,dblp,crossref,false
dblp-05822,crossref-25286,dblp,crossref,false
dblp-05824,crossref-44404,dblp,crossref,false
dblp-05841,crossref-17171,dblp,crossref,false
dblp-05860,crossref-11843,dblp,crossref,false
dblp-05876,crossref-41866,dblp,crossref,false
dblp-05918,crossref-59170,dblp,crossref,false
dblp-05985,crossref-36407,dblp,crossref,false
dblp-06020,crossref-16080,dblp,crossref,false
dblp-06101,crossref-04089,dblp,crossref,false
dblp-06119,crossref-05351,dblp,crossref,false
dblp-06199,crossref-42270,dblp,crossref,false
dblp-06206,crossref-33862,dblp,crossref,false
dblp-06216,crossref-56608,dblp,crossref,false
dblp-06223,crossref-50570,dblp,crossref,false
dblp-06230,crossref-45506,dblp,crossref,false
dblp-06244,crossref-45824,dblp,crossref,false
dblp-06249,crossref-54969,dblp,crossref,false
dblp-06252,crossref-58535,dblp,crossref,false
dblp-06255,crossref-60699,dblp,crossref,false
dblp-06267,crossref-26839,dblp,crossref,false
dblp-06332,crossref-31031,dblp,crossref,false
dblp-06338,crossref-12140,dblp,crossref,false
dblp-06357,crossref-26304,dblp,crossref,false
dblp-06357,crossref-32516,dblp,crossref,false
dblp-06363,crossref-45789,dblp,crossref,false
dblp-06386,crossref-27661,dblp,crossref,false
dblp-06407,crossref-12547,dblp,crossref,false
dblp-06429,crossref-04982,dblp,crossref,false
dblp-06463,crossref-14218,dblp,crossref,false
dblp-06496,crossref-49830,dblp,crossref,false
dblp-06521,crossref-10781,dblp,crossref,false
dblp-06526,crossref-17446,dblp,crossref,false
dblp-06536,crossref-24320,dblp,crossref,false
dblp-06537,crossref-00657,dblp,crossref,false
dblp-06557,crossref-54037,dblp,crossref,false
dblp-06578,crossref-00420,dblp,crossref,false
dblp-06637,crossref-13384,dblp,crossref,false
dblp-06740,crossref-06193,dblp,crossref,false
dblp-06746,crossref-02650,dblp,crossref,false
dblp-06812,crossref-43069,dblp,crossref,false
dblp-06814,crossref-11799,dblp,crossref,false
dblp-06824,crossref-56030,dblp,crossref,false
dblp-06872,crossref-59048,dblp,crossref,false
dblp-06930,crossref-48808,dblp,crossref,false
dblp-06946,crossref-00750,dblp,crossref,false
dblp-06983,crossref-44778,dblp,crossref,false
dblp-07137,crossref-02189,dblp,crossref,false
dblp-07150,crossref-00628,dblp,crossref,false
dblp-07162,crossref-53630,dblp,crossref,false
dblp-07168,crossref-09315,dblp,crossref,false
dblp-07178,crossref-40637,dblp,crossref,false
dblp-07204,crossref-27198,dblp,crossref,false
dblp-07316,crossref-20888,dblp,crossref,false
dblp-07335,crossref-46333,dblp,crossref,false
dblp-07337,crossref-48579,dblp,crossref,false
dblp-07376,crossref-12894,dblp,crossref,false
dblp-07409,crossref-34705,dblp,crossref,false
dblp-07414,crossref-04510,dblp,crossref,false
dblp-07416,crossref-04506,dblp,crossref,false
dblp-07420,crossref-51858,dblp,crossref,false
dblp-07458,crossref-07137,dblp,crossref,false
dblp-07503,crossref-52926,dblp,crossref,false
dblp-07528,crossref-33780,dblp,crossref,false
dblp-07550,crossref-26781,dblp,crossref,false
dblp-07555,crossref-06187,dblp,crossref,false
dblp-07584,crossref-03375,dblp,crossref,false
dblp-07584,crossref-46815,dblp,crossref,false
dblp-07650,crossref-49970,dblp,crossref,false
dblp-07670,crossref-19910,dblp,crossref,false
dblp-07690,crossref-43761,dblp,crossref,false
dblp-07712,crossref-08377,dblp,crossref,false
dblp-07713,crossref-03640,dblp,crossref,false
dblp-07725,crossref-02375,dblp,crossref,false
dblp-07734,crossref-01984,dblp,crossref,false
dblp-07785,crossref-22605,dblp,crossref,false
dblp-07791,crossref-19007,dblp,crossref,false
dblp-07826,crossref-04060,dblp,crossref,false
dblp-07839,crossref-57434,dblp,crossref,false
dblp-07842,crossref-15315,dblp,crossref,false
dblp-07842,crossref-20761,dblp,crossref,false
dblp-07997,crossref-00512,dblp,crossref,false
dblp-08019,crossref-36424,dblp,crossref,false
dblp-08034,crossref-23018,dblp,crossref,false
dblp-08092,crossref-49232,dblp,crossref,false
dblp-08093,crossref-56340,dblp,crossref,false
dblp-08157,crossref-32923,dblp,crossref,false
dblp-08201,crossref-08690,dblp,crossref,false
dblp-08214,crossref-33509,dblp,crossref,false
dblp-08220,crossref-17501,dblp,crossref,false
dblp-08232,crossref-37320,dblp,crossref,false
dblp-08240,crossref-35121,dblp,crossref,false
dblp-08296,crossref-34382,dblp,crossref,false
dblp-08296,crossref-57337,dblp,crossref,false
dblp-08322,crossref-07356,dblp,crossref,false
dblp-08358,crossref-59919,dblp,crossref,false
dblp-08360,crossref-26839,dblp,crossref,false
dblp-08360,crossref-35770,dblp,crossref,false
dblp-08360,crossref-58599,dblp,crossref,false
dblp-08364,crossref-48324,dblp,crossref,false
dblp-08400,crossref-01879,dblp,crossref,false
dblp-08402,crossref-00546,dblp,crossref,false
dblp-08451,crossref-15888,dblp,crossref,false
dblp-08455,crossref-42999,dblp,crossref,false
dblp-08462,crossref-59907,dblp,crossref,false
dblp-08478,crossref-26877,dblp,crossref,false
dblp-08479,crossref-08862,dblp,crossref,false
dblp-08479,crossref-52308,dblp,crossref,false
dblp-08490,crossref-39234,dblp,crossref,false
dblp-08543,crossref-38005,dblp,crossref,false
dblp-08561,crossref-31179,dblp,crossref,false
dblp-08580,crossref-11820,dblp,crossref,false
dblp-08611,crossref-08136,dblp,crossref,false
dblp-08652,crossref-24851,dblp,crossref,false
dblp-08684,crossref-10509,dblp,crossref,false
dblp-08727,crossref-60535,dblp,crossref,false
dblp-08735,crossref-04690,dblp,crossref,false
dblp-08735,crossref-32621,dblp,crossref,false
dblp-08784,crossref-27590,dblp,crossref,false
dblp-08809,crossref-38907,dblp,crossref,false
dblp-08830,crossref-11114,dblp,crossref,false
dblp-08830,crossref-34559,dblp,crossref,false
dblp-08845,crossref-48164,dblp,crossref,false
dblp-08857,crossref-08652,dblp,crossref,false
dblp-08878,crossref-45729,dblp,crossref,false
dblp-08969,crossref-01063,dblp,crossref,false
dblp-09021,crossref-35027,dblp,crossref,false
dblp-09025,crossref-36206,dblp,crossref,false
dblp-09033,crossref-31915,dblp,crossref,false
dblp-09035,crossref-49349,dblp,crossref,false
dblp-09087,crossref-18153,dblp,crossref,false
dblp-09109,crossref-46916,dblp,crossref,false
dblp-09136,crossref-54030,dblp,crossref,false
dblp-09161,crossref-22004,dblp,crossref,false
dblp-09207,crossref-41359,dblp,crossref,false
dblp-09239,crossref-04466,dblp,crossref,false
dblp-09300,crossref-34070,dblp,crossref,false
dblp-09324,crossref-25768,dblp,crossref,false
dblp-09349,crossref-25668,dblp,crossref,false
dblp-09352,crossref-10701,dblp,crossref,false
dblp-09370,crossref-10388,dblp,crossref,false
dblp-09373,crossref-38896,dblp,crossref,false
dblp-09412,crossref-12939,dblp,crossref,false
dblp-09517,crossref-52990,dblp,crossref,false
dblp-09523,crossref-07308,dblp,crossref,false
dblp-09534,crossref-18049,dblp,crossref,false
dblp-09572,crossref-41965,dblp,crossref,false
dblp-09573,crossref-34109,dblp,crossref,false
dblp-09573,crossref-56776,dblp,crossref,false
dblp-09592,crossref-24773,dblp,crossref,false
dblp-09644,crossref-03151,dblp,crossref,false
dblp-09696,crossref-03593,dblp,crossref,false
dblp-09753,crossref-26676,dblp,crossref,false
dblp-09763,crossref-40463,dblp,crossref,false
dblp-09779,crossref-03237,dblp,crossref,false
dblp-09790,crossref-57805,dblp,crossref,false
dblp-09841,crossref-06230,dblp,crossref,false
dblp-09861,crossref-58500,dblp,crossref,false
dblp-09898,crossref-59038,dblp,crossref,false
dblp-09929,crossref-20850,dblp,crossref,false
dblp-09958,crossref-42352,dblp,crossref,false
dblp-09973,crossref-28959,dblp,crossref,false
dblp-09978,crossref-35526,dblp,crossref,false
dblp-09981,crossref-22984,dblp,crossref,false
dblp-10013,crossref-07201,dblp,crossref,false
dblp-10036,crossref-26948,dblp,crossref,false
dblp-10045,crossref-17394,dblp,crossref,false
dblp-10084,crossref-40457,dblp,crossref,false
dblp-10087,crossref-53581,dblp,crossref,false
dblp-10113,crossref-05464,dblp,crossref,false
dblp-10135,crossref-40717,dblp,crossref,false
dblp-10155,crossref-51865,dblp,crossref,false
dblp-10157,crossref-10701,dblp,crossref,false
dblp-10157,crossref-49685,dblp,crossref,false
dblp-10175,crossref-02071,dblp,crossref,false
dblp-10178,crossref-09739,dblp,crossref,false
dblp-10192,crossref-38882,dblp,crossref,false
dblp-10203,crossref-43282,dblp,crossref,false
dblp-10219,crossref-31842,dblp,crossref,false
dblp-10219,crossref-45104,dblp,crossref,false
dblp-10260,crossref-24971,dblp,crossref,false
dblp-10264,crossref-39402,dblp,crossref,false
dblp-10290,crossref-49919,dblp,crossref,false
dblp-10314,crossref-13835,dblp,crossref,false
dblp-10341,crossref-31314,dblp,crossref,false
dblp-10342,crossref-26689,dblp,crossref,false
dblp-10353,crossref-50104,dblp,crossref,false
dblp-10354,crossref-27455,dblp,crossref,false
dblp-10389,crossref-10593,dblp,crossref,false
