id,brand,title,description,price,priceCurrency,cluster_id,url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,height_mm,length_mm,width_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_3_7897792,SDW5A,Adata XPG Spectrix S40G 1TB RGB M.2 NVMe SSD AS40G-1TT-C,ADATA XPG Spectrix S40G 1TB RGB M.2 NVMe SSD AS40G-1TT-C - Read: 3500 MB/s - Write: 3000 MB/s - Maximum 4K random read/write IOPS: 300K/240K - NAND Flash: 3D TLC - Interface: PCIe Gen3x4 - MTBF: 2 Million Hours - Customisable RGB Lighting Effects - LDPC ECC - AES 256-bit Encryption - AS40G-1TT-C - 5 Years Limited Warranty,292.6,AUD,18469.0,https://www.auspcmarket.com.au/storage-drives/ssd-drives/m-2-ssds/adata-xpg-spectrix-s40g-1tb-rgb-m-2-nvme-ssd-as40g-1tt-c,Adata XPG Spectrix S40G 1TB RGB M.2 NVMe SSD AS40G-1TT-C. Description: ADATA XPG Spectrix S40G 1TB RGB M.2 NVMe SSD AS40G-1TT-C - Read: 3500 MB/s - Write: 3000 MB/s - Maximum 4K random read/write IOPS: 300K/240K - NAND Flash: 3D TLC - Interface: PCIe Gen3x4 - MTBF: 2 Million Hours - Customisable RGB Lighting Effects - LDPC ECC - AES 256-bit Encryption - AS40G-1TT-C - 5 Years Limited Warranty,XPG Spectrix S40G,AS40G-1TT-C,SSD,,,1000.0,,3 GB/s,PCI Exprrzs xr,NVMe,,,,,M.2,,,M.2 2280
products_3_19222593,,"2TB FireCuda 520 2280, 5000 / 4400 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD","2TB FireCuda 520 2280, 5000 / 4400 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD",455.06,USD,1848446.0,https://www.avadirect.com/2TB-FireCuda-520-2280-5000-4400-MB-s-3D-TLC-PCIe-4-0-x4-NVMe-M-2-SSD/Product/13071061,"2TB FireCuda 520 2280, 5000 / 4400 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD. Description: 2TB FireCuda 520 2280, 5000 / 4400 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD",520 FireCuda,,SSD,,,,,,,NVMe,,,,,M.2,,,M.2 22BO
products_3_88287869,EVGA,EVGA GeForce GTX 1660 XC Black Gaming 06G-P4-1161-KR PCI Express 3.0 6GB Video Card,Staples.com: EVGA 06G-P4-1161-KR GeForce GTX 1660 XC Black GAMING DVI PCI Express 3.0 6GB Video with fast and free shipping on select orders.,220.99,USD,184950.0,https://www.staples.com/evga-06g-p4-1161-kr-geforce-gtx-1660-xc-black-gaming-dvi-pci-express-3-0-6gb-video/product_IM16GZ245,EVGA GeForce GTX 1660 XC Black Gaming 06G-P4-1161-KR DVI PCI Express 3.0 6GB Video Card. Description: Staples.com: EVGA 06G-P4-1161-KR GeForce GTX 1660 XC Black GAMING DVI PCI Express 3.0 6GB Video with fast and free shipping on select orders.,GeForce GTX 1660 XC Black Gaming,,GPU,,,,,,PCI Express x16,,,,,,,,,
products_3_76566480,Asus,ASUS ROG Strix GeForce® RTX 2070 SUPER 8GB GDDR6,"ASUS ROG Strix GeForce® RTX 2070 SUPER 8GB GDDR6Connections : 2x HDMI, 2x DP, 1x USB-COC Mode - GPU Boost Clock : 1800 MHz , GPU Base Clock : 1635 MHzGaming Mode (Default) - GPU Boost Clock : 1770 MHz , GPU Base Clock : 1605 MHz",10855.0,ZAR,185643.0,https://www.tamcanit.co.za/asus-rog-strix-geforce-rtx-2070-super-8gb-gddr6,"ASUS ROG Strix GeForce® RTX 2070 SUPER™ 8GB GDDR6. Description: ASUS ROG Strix GeForce® RTX 2070 SUPER™ 8GB GDDR6Connections : 2x HDMI, 2x DP, 1x USB-COC Mode - GPU Boost Clock : 1800 MHz , GPU Base Clock : 1635 MHzGaming Mode (Default) - GPU Boost Clock : 1770 MHz , GPU Base Clock : 1605 MHz",ROG Strix GeForce® 2070 SUPER™,,GPU,,,,,,,,,,,,,GDDR6,,
products_3_44201512,ADATA,ADATA XPG 256G SX8200 Pro M.2 NVME SSD | Discount Computer Needs,"View and shop for ADATA XPG 256G SX8200 Pro M.2 NVME SSD, Solid State Drives, and many more products at Discount Computer Needs.",55.18,EUR,1856741.0,https://www.discountcomputerneeds.com.au/products/adata-xpg-256g-sx8200-pro-m-2-nvme-ssd,"ADATA XPG 256G SX8200 Pro M.2 NVME SSD | Discount Computer Needs. Description: View and shop for ADATA XPG 256G SX8200 Pro M.2 NVME SSD, Solid State Drives, and many more products at Discount Computer Needs.",XPG SX8200 Pro,,SSD,,,"256,000 MB",,,,NVME,,,,,M.2,,,
products_3_47385841,,"Placa video Gigabyte Radeon RX 5500 XT OC 4GB GDDR6, 128-bit",Garanție de 36 de luni,"1,199.94",RON,1857431.0,https://pcfrog.ro/placi-video/82130-placa-video-gigabyte-radeon-rx-5500-xt-oc-4gb-gddr6-128-bit.html,"Placa video Gigabyte Radeon RX 5500 XT OC 4GB GDDR6, 128-bit. Description: Garantie 36 luni",Radeon RX 5500 XT OC,,GPU,,4.0 GB,,,,,,,,,,,,,
products_3_31729423,Samsung,Samsung 860 EVO 250GB M.2 SATA SSD,"Samsung 250GB SsD, 860 EVO, M.2 2280 SATA, Read up to 550MB/s, Write up to 520MB/s, IOPS R/W up to 97K/88K, 1.5M Hours MTBF, 150TBW",75.0,AUD,187372.0,https://computers.scorptec.com.au/computer/Samsung-Evo-860-Ssd,"Samsung 860 EVO 250GB M.2 SATA ASD. Description: Samsung 250GB SSD, 860 EVO, M.2 2280 SATA, Read up to 550MB/s, Write ip to 520MB/s, IOPS R/W up to 97K/88K, 1.5M Hours MTVF, 150TBW",860 EVO,,SSD,,,250.0,,520.0,,,,,,,,,,M.2 228
products_3_52720711,Dell,ST3600057SS EQL 600-GB 15K 3.5 SAS PS4000XV,"Description: Dell EqualLogic 600GB 15K RPM 6Gb/s 3.5-inch Serial Attached SCSI (SAS) hot-plug hard drive for Dell EqualLogic PS4000 / PS5000 / PS6000 series, supplied in a 3.5-inch hot-plug drive tray as shown. Genuine Dell EqualLogic certified drive with authentic serial number and firmware. Compatible storage arrays: Dell EqualLogic PS4000, PS4000XV, PS5000, PS5000XV, PS6000, PS6000XV, PS6010, and PS6010XV. Part numbers: Dell Part# 9FN066-057; Seagate Part# ST3600057SS-EQL.","4,506.85",VND,1882499.0,https://mitgroup.vn/san-pham/st3600057ss-eql-600-gb-15k-3-5-sas-ps4000xv,ST3600057SS EQL 600-GB 15K 3.5 SAS PS4000XV. Description: Description:Dell EqualLogic 600GB 15K RPM 6Gb/s3.5-inch Serial Attached SCSI (SAS)Hot-Plug Hard Drive in Dell EqualLogicPS4000 / PS5000 / PS6000 series3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell EqualLogic serial number and firmwareGenuine Dell EqualLogic Certified Hard DriveCompatible Storage Arrays:Dell EqualLogic PS4000 PS4000XVDell EqualLogic PS5000 PS5000XVDell EqualLogic PS6000 PS6000XVDell EqualLogic PS6010 PS6010XVPart Number(s)Dell Part# 9FN066-057Seagate Part# ST3600057SS-EQL,,ST3600057SS,HDD,,,600.0,,,sAS,Serial Attached SCSI (SAS),,,,,3.5-inch SAS,,,
products_3_77996967,Seagate,Seagate IronWolf NAS 12TB 7200RPM ST12000VN0008,ST12000VN0008 - 12TB Seagate IronWolf NAS 7200RPM Internal SATA Hard Drive 12TB 6Gb/s 3.5-Inch,309.8,8ER,191074.0,https://qnapdirect.com/products/12tb-seagate-ironwolf-nas-7200rpm-st12000vn0007,12TB - Seagate IronWolf NAS 7200RPM - ST12000VN0008. Description: ST12000VN0008 - 12TB Seagate IronWolf NAS 7200RPM Internal SATA Hard Drive 12TB 6Gb/s 3.5-Inch,NAS IronWolf,ST12000VN0008,HDD,,,,,,,SATA III,,,,,3.6-Ohch,,,
products_3_41090631,Western Digital,DISCO DURO 3.54TB SATA3 WD 64MB DESKTOP BLUE,"Western Digital Blue, 3.5\"", 4000 GB, 5400 RPM, Serial ATA III, 64 MB, HDD",115.59,EUR,1924154.0,https://www.tupc.online/es/discos-duros-35-sata/disco-duro-35-4tb-sata3-wd-64mb-desktop-blue,"DISCO DURO 3.54TB SATA3 WD 64MB DESKTOP BLUE. Description: Western Digital Blue, 3.5\"", 4000 GB, RPM, Serial ATA III, 64 MB, HDD",Blue,,HDD,,,4000.0,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch
products_3_16102952,Seagate,"HDD extern Seagate, 2TB, Backup Plus Slim, 2.5"", USB 3.0, Negru","HDD extern Seagate, 2TB, Backup Plus Slim, 2.5"", USB 3.0, Negru",323.89,RON,192564.0,https://www.ideall.ro/magazin-hdd-extern/seagate/HDD-extern-Seagate-2TB-Backup-Plus-Slim-2-5-USB-3-0-Negru--201753,"HDD extern Seagate, 2TB, Backup Plus Slim, 2.5"", USB 3.0, Negru. Description: HDD extern Seagate, 2TB, Backup Plus Slim, 2.5"", USB 3.0,",Hack80 Plus Slim,,HDD,,,,,,,,,,,,,,,
products_3_42834782,Kingston,Kingston 64GB USB 3.0 DATATRAVELER 50METAL/BLUE (DT50/64GB),"Kingston Technology DataTraveler 50 64GB, 64 GB, USB tipo A,",6403.03,HUF,1925917.0,https://logicit.hu/kingston-dt50_64gb-memoria_kartya_pendrive-usb_pendrive,"Kingston 64GB USB 3.0 DATATRAVELER 50METAL/BLUE (DT50/64GB). Description: setTimeout(function(){IcecatLive.getDatasheet(\""#IcecatLive\"",{\""UserName\"":\""logicit\"",\""Brand\"":\""kingston\"",\""ProductCode\"":\""DT50/64GB\"",\""Type\"":\""html\""},\""hu\"");}, 200);",DATATRAVELER 50METAL/BLUE,DT50/64GB,USB_STICK,,,,,,,,,,,,,,,
products_3_17693785,Samsung,Samsung 970 EVO SSD M.2 2280 - 500GB,"SSD (Solid state drive), 500 GB, intern, Datenübertragungsrate:3400 MBps (lesen) / 2300 MBps (schreiben), IOPS: 370000 (lesen) / 450000 (schreiben), 512MB LPDDR4 cache, M.2 2280 (80mm), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe 1.2 (Non-Volatile Memory Express), 256-bit AES kryptering, TCG Opal Encryption - Samsung Phoenix Controller",98.13,EUR,1929047.0,https://www.proshop.de/SSD/Samsung-970-EVO-SSD-M2-2280-500GB/2655437,"Samsung 970 EVO SSD M.2 2280 - 500GB. Description: SSD (Solid state drive), 500 GB, intern, Datenübertragungsrate:3400 MBps (lesen) / 2300 MBps (schreiben), IOPS: 370000 (lesen) / 450000 (schreiben), 512MB LPDDR4 cache, M.2 2280 (80mm), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe 1.2 (Non-Volatile Memory Express), 256-bit AES kryptering, TCG Opal Encryption - Samsung Phoenix Controller",970 EVO,,,,,"500,000 MB",,,,,,,,,M.2,LPDDR4,,M.2 2280
products_3_4121449,Western Digital,Western Digital Blue SN550 SSD 250GB M.2 NVMe 2400/1750 MB/s,"See the best price for WD Blue SN550 250GB NVMe M.2 SSD, Centimeters, WDS250G2B0C",64.75,AUD,1929165.0,https://aussied.com/product/wd-blue-sn550-250gb-nvme-m-2-ssd-centimeters-wds250g2b0c,"WD Blue SN550 250GB NVMe M.2 SSD, Centimeters, WDS250G2B0C. Description: See the best price for WD Blue SN550 250GB NVMe M.2 SSD, Centimeters, WDS250G2B0C",Blue SN550,WDS250G2B0C,SSD,,,250.0,,,,NVMe,,,,,M.2,,,
products_3_17406325,Kingston,"Memorie USB Kingston DataTraveler MicroDuo, 64GB, USB 3.0, OTG - DTDUO3/64GB",USB Flash Drive 64GB DT MicroDuo USB 3.0 micro USB OTG,12.19,RON,1935475.0,https://www.ideall.ro/magazin-memorii-usb/kingston/Kingston-DT-MicroDuo-64GB-USB-3-0--42087,"Kingston DataTraveler MicroDuo OTG USB 3.0 Flash Drive 64GB. Description: The Kingston DataTraveler MicroDuo OTG USB 3.0 Flash Drive 64GB is a 2-in-1 MicroUSB and USB connector for On-The-Go enabled devices, with a 5 year warranty",DT MicroDuo,,USB_STICK,,,64.0,,,USB 3.0,micro USB,,,,,,,,
products_3_20203774,Kingston,"Kingston KC600 2.5\"" 1TB SATA III Solid State Drive",Huge 1TB storage With Super Smooth performance due to it's SATA III interface and super Rapid 550Mbps read speed .,120.2,GBP,1936147.0,https://www.cclonline.com/product/299619/SKC600/1024G/Solid-State-Drives-SSDs-/Kingston-KC600-1TB-2-5-inch-SATA-III-Internal-Solid-State-Drive/SSD1074,"Kingston KC600 2.5"" 1TB SATA III solid state drive. Description: Massive 1TB storage capacity, with very smooth performance thanks to its SATA III interface and ultra-fast 550Mbps read speed.",,,SSD,,,,,,SATA,,,,,,2.5-inch SATA,,,2.5-inch
products_3_72819377,Western Digital,WD HDD 4TB My Passport Black,WD HDD 4TB My Passport Black Hard diskovi,431.52,BAM,1939560.0,https://www.slot.ba/proizvod/wd-hdd-4tb-my-passport-black,WD HDD 4TB My Passport Black. Description: WD HDD 4TB My Passport Black Hard diskovi,,,HDD,,,"4,000,000 MB",,,,,,,,,,,,
products_3_33754739,EVGA,EVGA GeForce GT 1030 SC 2GB GDDR5 Low Profile Graphic Cards 02G-P4-6333-KR,"Accelerate your entire PC experience with the fast, powerful EVGA GeForce gt 1030 graphics card. Its award-winning NVIDIA Pascal architecture, powerful graphics engine, and state-of-the-art technologies give you the performance upgrade you need to drive today's most demanding PC applications. Unleash your creativity with stunning HD video and picture editing and enjoy incredible gaming. Now, you can do it all 2X faster than with Intel Core i5 integrated graphics. You can even get easy driver updates and one-click game optimization with GeForce experien",87.75,USD,1943588.0,https://www.qxwebcam.com/product/evga-geforce-gt-1030-sc-2gb-gddr5-low-profile-graphic-cards-02g-p4-6333-kr,"EVGA GeForce GT 1030 SC 2GB GDDR5 Low Profile Graphic Cards 02G-P4-6333-KR. Description: Accelerate your entire PC experience with the fast, powerful EVGA GeForce gt 1030 graphics card. Its award-winning NVIDIA Pascal architecture, powerful graphics engine, and state-of-the-art technologies give you the performance upgrade you need to drive today's most demanding PC applications. Unleash your creativity with stunning HD video and picture editing and enjoy incredible gaming. Now, you can do it all 2X faster than with Intel Core i5 integrated graphics. You can even get easy driver updates and one-click game optimization with GeForce experience.",GeForce GT 1O3O SC,02G-P4-6333-KR,GPU,GeForce GT 1030,,,,,,,,,,,,,,
products_3_33623557,Istorage,iStorage 2TB diskAshur2 USB 3.1 Encrypted External HDD/Hard Drive,"2TB iStorage diskAshur2 secure portable encrypted hard drive, model IS-DA2-256-2000-B, USB 3.1, Black",286.99,gBP,1945634.0,https://www.scan.co.uk/products/2tb-istorage-is-da2-256-2000-b-diskashur2-usb-31-secure-portable-encrypted-hard-drive-black,iStorage 2TB diskAshur2 USB 3.1 Encrypted External HDD/Hard Drive. Description: 2TB iStorage IS-DA2-256-2000-B diskAshur2 USB 3.1 secure portable encrypted hard drive Black,diskAshur2,,HDD,,,"1,862.65 GiB",,,USB 3.0,,,,,,,,Black,
products_3_49210454,MSI,MSI GeForce RTX 2060 VENTUS XS 6G OC,"NVIDIA GeForce RTX 2060 graphics card with 6GB GDDR6 memory, 192-bit interface, PCI Express x16 3.0 support, one HDMI 2.0b port, three DisplayPort 1.4 outputs, CUDA, DirectX 12.0, OpenGL 4.5, and 160W power consumption",369.32,R85,1952049.0,https://www.hardware-deals.eu/shop/computeronderdelen/videokaarten/msi-geforce-rtx-2060-ventus-xs-6g-oc,"MSI GeForce RTX 2060 VENTUS XS 6G OC. Description: NVIDIA GeForce RTX 2060, 6GB GDDR6, 192 bit, PCI Express x16 3.0, 1 x HDMI (2.0b), 3 x DP (1.4), CUDA, DirectX 12.0, OpenGL 4.5, 160W",GeForce RTX 2060 VENTUS XS 6G OC,,GPU,GeForce RTX 2060,,,,,PCI Express x16,,,,,,,,,
products_3_38836785,Zotac,Zotac GeForce RTX 2060 SUPER 8GB MINI Graphics Card,"8GB GDDR6 Memory, Engine boost clock: 1650 MHz, White LED Light, Real-time Ray Tracing",359.99,GBP,195848.0,https://www.ebuyer.com/899105-zotac-geforce-rtx-2060-super-8gb-mini-graphics-card-zt-t20610e-10m,"Zotac GeForce RTX 2060 SUPER 8GB MINI Graphics Card. Description: 8GB GDDR6 Memory, Engine boost clock: 1650 MHz, White LED Light, Real-time Ray Tracing",GeForce RTX 2060 SUPER 8GB MINI,,GPU,,8.0,,,,,,,,,,,,,
products_3_1613425,Western Digital,Western Digital HDD Desk Red Pro 4TB 3.5 SATA 256MB,WD Red Pro NAS Hard Drive WD4003FFBX - Vaste schijf - 4 TB - intern - 3.5'' - SATA 6Gb/s - 7200 tpm -buffer: 256 MB,157.9,EUR,195932.0,https://cdm-it.nl/randapparatuur/western-digital-wd4003ffbx.html,Western Digital HDD Desk Red Pro 4TB 3.5 SATA 256MB. Description: WD Red Pro NAS Hard Drive WD4003FFBX - Vaste schijf - 4 TB - intern - 3.5'' - SATA 6Gb/s - 7200 tpm -buffer: 256 MB,WD Red Pro,,HDD,,,4000000 MB,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch
products_3_50493882,Western Digital,"WD Purple 6TB Surveillance 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive","Hard disk special conceput pentru sistemele de supraveghere video cuutilizare 24 de ore, 7 zile / saptamana.Model / producator:Western DigitalCapacitate:6TBForma:3.5-inchRoHS:DaRata maxima de transfer:Buffer to host: 6 Gb/sRata maxima de transfer:600 MB/sCache (MB):64Viteza de rotatie",340.72,RON,196642.0,https://itfactory.ca/products/western-digital-purple-6tb-surveillance-64mb-cache-sata-6-0gb-s-3-5-internal-hard-drive,"Western Digital Purple 6TB Surveillance 64MB Cache SATA 6.0Gb/s 3.5\"" Internal Hard Drive. Description: The 6TB Purple Surveillance Internal Hard Drive from Western Digital is designed to withstand the stresses placed on it in a 24/7 surveillance system. With support for up to 32 high-definition surveillance cameras this 6TB hard drive can hold a large amount of data and gives you the ability to easily upgrade and expand your security system.Surveillance-Class DriveWD Purple surveillance-class storage has been tested to be compatible in a wide-range of security systems. These drives are designed to replace standard desktop drives that were not designed for the 24/7 always-on, high-definition surveillance environment. Desktop drives are built to run for only short intervals and are not engineered to withstand high-temperature fluctuations and equipment vibrations found in a typical surveillance application.Surveillance StorageThe WD Purple Surveillance Hard Drive is designed for high temperature, always-on, surveillance security systems to ensure reliability and quality video play back when you need it most.Improve Performance with AllFrameThis WD Purple Surveillance-class hard drive is equipped with AllFrame technology which works with ATA streaming to reduce frame loss, improve playback and increase the number of drive bays supported. AllFrame reduces video interruptions that commonly occur when desktop hard drives are incorrectly used as storage in security systems. Missed frames and lost footage can be a problem when an event occurs and surveillance footage needs to be retrieved. WD Purple with AllFrame provides the confidence you should expect when it's time to play back and review critical surveillance footage.Optimized Performance for Up to 32 CamerasWith support for up to 32 high-definition surveillance cameras, this WD Purple hard drives gives you the flexibility to upgrade and expand your security system in the future.Low Power ConsumptionWith integrated IntelliSeek technology, this WD Purple drive calculates the optimum seek speed which lowers power consumption, noise and vibration that can damage and cause drives to wear out more quickly.",Purple,,HDD,,,,,,SATA,SATA III,,,,,"3.5"" Internal",,,3.S-ineh
products_3_89786586,ADATA,ADATA Entry SC680 960GB Black External SSD USB 3 Gaming Console Compatible,ADATA Entry SC680 960GB Black External SSD USB 3 Gaming Console Compatible,96.99,USD,1981327.0,https://www.newegg.com/adata-sc680-960gb/p/2CR-000A-00058?Item=9SIAJNUAF78767,ADATA Entry SC680 960GB Black External SSD USB 3 Gaming Console Compatible. Description: ADAtA Entry SC680 960GB Black External SSD USB 3 Gaming Console Compatible,Entry SC680,,SSD,,,960 .0,,,USB 3.0,,,,,,,,,
products_3_9631991,Gigabyte,Gigabyte Aorus GeForce RTX 2080 Super WaterForce 8 GB DDR6,Gigabyte Aorus GeForce RTX 2080 Super WaterForce 8 GB DDR6,1148.06,EUR,1990178.0,https://www.quickhard.com/Gigabyte-Aorus-GeForce-RTX-2080-Super-WaterForce-8-GB-DDR6.asp,Gigabyte Aorus GeForce RTX 2080 Super WaterForce 8 GB DDR6. Description: Gigabyte Aorus GeForce RTX 2080 Super WaterForce 8 GB DDR6,Aorus GeForce RTX 2080 Super WaterForce,,Graphics Processing Unit,,8000.0,,,,,,,,,,,DDR6,,
products_3_71290070,Hewlett Packard,HPE 300GB SERVER SMART MEMORY 6G 15K SAS 2.5 652611-B21,"HPE 300GB SERVER SMART MEMORY 6G 15K SAS 2.5 652611-B21 300GB, SAS, 6Gb/s, 15000rpm, 6.35 cm (2.5\"") HP 6Gb/sec SAS Enterprise and Midline hard drives deliver high performance solutions for hosting high transaction based applications. Available in HP hot plug carriers or non-hot plug. The HP SAS Enterprise and Midline hard drives come in both 2.5in (SFF) and 3.5in (LFF) industry standard form factors and are available in a variety of capacity points to meet a wide range of requirements. The SAS interface was designed and engineered for high availability, enterprise-class data storage where performance, reliability and data integrity are crucial. Performance and Reliability for Multiple Application Environments. High reliability for Mission Critical applications. High availability for Business Critical applications. Robust SAS interface (dual port, full duplex). Ideal for transaction processing, database applications, analytics, high performance computing and business applications. New universal hot plug carriers exclusively for HP ProLiant Gen8 servers. Maintaining existing universal hot plug carriers to support HP ProLiant G7 and earlier servers and server storage. Hard drive Hard drive capacity 300 GB Hard disk average seek time 2.9 ms Hard drive speed 15000 RPM Full stroke seek 5.3 ms Hard drive size 2.5 \"" Average latency 2.9 ms Track to track seek time (read/write) 0.4 ms Bytes per sector 512 Hard drive interface transfer rate 6 Gbit/s Operational conditions Operating temperature (T-T) 10 - 35 °C Weight & dimensions Width 75.7 mm Height 15.6 mm Depth 118.7 mm Weight 725 g Packaging content Quantity 1 Other features Interface SAS Wi-Fi No Colour of product Black Internal Yes Data transfer rate 6 Gbit/s FireWire 400 No FireWire 800 No Compatible memory cards Not supported Card reader integrated No Number of products included 1 pc(s) Operating voltage 5 V",105.76,HFJ,199460.0,https://systemgadget.com/product/hpe-300gb-server-smart-memory-6g-15k-sas-2-5-652611-b21,"HPE 300GB SERVER SMART MEMORY 6G 15K SAS 2.5 652611-B21. Description: HPE 300GB SERVER SMART MEMORY 6G 15K SAS 2.5 652611-B21 300GB, SAS, 6Gb/s, 15000rpm, 6.35 cm (2.5\"") HP 6Gb/sec SAS Enterprise and Midline hard drives deliver high performance solutions for hosting high transaction based applications. Available in HP hot plug carriers or non-hot plug. The HP SAS Enterprise and Midline hard drives come in both 2.5in (SFF) and 3.5in (LFF) industry standard form factors and are available in a variety of capacity points to meet a wide range of requirements. The SAS interface was designed and engineered for high availability, enterprise-class data storage where performance, reliability and data integrity are crucial. Performance and Reliability for Multiple Application Environments. High reliability for Mission Critical applications. High availability for Business Critical applications. Robust SAS interface (dual port, full duplex). Ideal for transaction processing, database applications, analytics, high performance computing and business applications. New universal hot plug carriers exclusively for HP ProLiant Gen8 servers. Maintaining existing universal hot plug carriers to support HP ProLiant G7 and earlier servers and server storage. Hard drive Hard drive capacity 300 GB Hard disk average seek time 2.9 ms Hard drive speed 15000 RPM Full stroke seek 5.3 ms Hard drive size 2.5 \"" Average latency 2.9 ms Track to track seek time (read/write) 0.4 ms Bytes per sector 512 Hard drive interface transfer rate 6 Gbit/s Operational conditions Operating temperature (T-T) 10 - 35 °C Weight & dimensions Width 75.7 mm Height 15.6 mm Depth 118.7 mm Weight 725 g Packaging content Quantity 1 Other features Interface SAS Wi-Fi No Colour of product Black Internal Yes Data transfer rate 6 Gbit/s FireWire 400 No FireWire 800 No Compatible memory cards Not supported Card reader integrated No Number of products included 1 pc(s) Operating voltage 5 V",SERVER MEMORY,,HDD,,,300.0,,,,SAS,,,,,2.5,,,2.5-inch
products_3_35980976,Hewlett Packard Enterprise,Disco duro para servidor hpe 4tb sata 7.2k lff sc,Información General!----- informaciã³n comercial --disco duro para s3rvidor proliant.brbra href=https://psnow.ext.hpe.com/partner/doc/psn1009802951mxes.pdf?from=app target=_blankbu quickspecs /b/u/aInformación Tecnica!----- informaciã³n tg©cnica --brb capacidad: /bbr 4tbbrb interface: /bbr satabrb hd tipo: /bbr non hot plugbrv conectividad: /bbr single-portbrb factor de forma: /bbr 3. 5-lff,10.61,MXN,1997951.0,https://www.tiendaclic.mx/ver-detalle/disco-duro-hpe-4tb-sata-72k-lff-sc-para-servidores-hp-872491-b21,Disco duro para servidor hpe 4tb sata 7.2k lff sc. Description: Información General!----- informaciã³n comercial --disco duro para servidor proliant.brbra href=https://psnow.ext.hpe.com/partner/doc/psn1009802951mxes.pdf?from=app target=_blankbu quickspecs /b/u/aInformación Tecnica!----- informaciã³n tã©cnica --brb capacidad: /bbr 4tbbrb interface: /bbr satabrb hd tipo: /bbr non hot plugbrb conectividad: /bbr single-portbrb factor de forma: /bbr 3. 5-lff,,,HDD,,,4000000.0,,,SATA,sata,,,,,3.5-lff,,,3.5-inch
products_3_70210282,Hewlett Packard,"HP 300 GB 2.5\"" Internal Hard Drive - SAS - 10000",SAS - 10000,242.67,GBP,1999064.0,https://www.novatech.co.uk/products/hp-300-gb-2-5-inch-internal-hard-drive-sas-10000/785067-b21.html,"HP 300 GB 2.5"" internal hard drive with SAS interface and 10000 RPM. Description: SAS - 10000",,,HDD,,,300.0,,,,SAS,,,,,"2.5""",,,
products_3_20145889,,Western Digital WD20EZRZ 2 TB 3.5 Inch SATA 6 Gb/s 5400 RPM PC Hard Drive - SATA - 5400rpm - 64 MB Buffer - Blue 6GB,"Boost your PC storage with WD Blue drives, the brand designed just for desktop and all-in-one PCs. The WD Blue family now delivers data storage capacities up to 6 TB.",85.0,USD,2002887.0,https://www.markertek.com/product/wstd-wd20ezrz/western-digital-wd20ezrz-2-tb-3-5-inch-sata-6-gb-s-5400-rpm-pc-hard-drive-sata-5400rpm-64-mb-buffer-blue-6gb,"Western Digital WD20EZRZ 2 TB 3.5 Inch SATA 6 Gb/s 5400 RPM PC Hard Drive - SATA - 5400rpm - 64 MB Buffer - Blue 6GB. Description: Boost your PC storage with WD Blue drives, the brand designed just for desktop and all-in-one PCs. The WD Blue family now delivers data storage capacities up to 6 TB.",,WD20EZRZ,HdD,,,,,,,SATA III,,,,,3.5 Ineh 5ATA,,,
products_3_48296709,Kingston,256GB Kingston USB-C 3.2 DATATRAVELER 8,"256GB storage, USB 3.2 Gen 1 interface, dimensions 42.2 x 15 x 6.7 mm, weight 3.134 g",49.85,,2014983.0,https://www.mindfactory.de/product_info.php/256GB-Kingston-USB-C-3-2-DATATRAVELER-8_1370041.html,"256GB Kingston USB-C 3.2 DATATRAVELER 8. Description: 256GB, USB 3.2 Gen 1, 42.2 x 15 x 6.7mm, 3.134 g",DataTraveler 80,,,,,256.0,,,,USB Type-C,42.2,67.0,15.0,3.134,USB Type-C,,,
products_3_75611963,,Seagate Expansion 3TB Desktop External Hard Drive in Black - USB3.0,Elegant Black desktop externol drive in addition to enormous 3TB storage powered by quick USB 3.O connectivity,,,201569.0,https://www.cclonline.com/product/181727/STEB3000200/External-Storage/Seagate-Expansion-3TB-3-5-inch-USB-3-0-Desktop-Hard-Drive-External-/BAK6645,Seagate Expansion 3TB Desktop External Hard Drive in Black - USB3.0. Description: Elegant Black desktop external drive in addition to enormous 3TB storage powered by quick USB 3.0 connectivity,Expansion,,HDD,,,,,,USB 3.0,,,,,,,,Black,
